ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-10-26,229.36926168000002,209.8844342968597,255.2145072089176,229.36926168000002,229.36926168000002,4.121344662298921,4.121344662298921,4.121344662298921,4.121344662298921,4.121344662298921,4.121344662298921,0.0,0.0,0.0,233.49060634229895
2023-10-27,229.3008728173644,209.73386045252525,254.89566527700342,229.3008728173644,229.3008728173644,4.392535462095334,4.392535462095334,4.392535462095334,4.392535462095334,4.392535462095334,4.392535462095334,0.0,0.0,0.0,233.69340827945973
2023-10-30,229.09570622945753,209.1765696205525,254.55394923068675,229.09570622945753,229.09570622945753,3.9335692117964,3.9335692117964,3.9335692117964,3.9335692117964,3.9335692117964,3.9335692117964,0.0,0.0,0.0,233.02927544125393
2023-10-31,229.02731736682193,212.24914235813367,258.66450648068417,229.02731736682193,229.02731736682193,6.013684567146943,6.013684567146943,6.013684567146943,6.013684567146943,6.013684567146943,6.013684567146943,0.0,0.0,0.0,235.0410019339689
2023-11-01,228.95892850418633,211.4962763243115,258.10309181924913,228.95892850418633,228.95892850418633,5.485970907463736,5.485970907463736,5.485970907463736,5.485970907463736,5.485970907463736,5.485970907463736,0.0,0.0,0.0,234.44489941165006
2023-11-02,228.8905396415507,210.31383207808366,255.99995034993887,228.8905396415507,228.8905396415507,4.121344662306285,4.121344662306285,4.121344662306285,4.121344662306285,4.121344662306285,4.121344662306285,0.0,0.0,0.0,233.011884303857
2023-11-03,228.82215077891507,208.74286728843924,254.82038234907088,228.82215077891507,228.82215077891507,4.39253546208493,4.39253546208493,4.39253546208493,4.39253546208493,4.39253546208493,4.39253546208493,0.0,0.0,0.0,233.214686241
2023-11-06,228.61698419100824,210.86561039715556,254.76155104282097,228.61698419100824,228.61698419100824,3.9335692117962737,3.9335692117962737,3.9335692117962737,3.9335692117962737,3.9335692117962737,3.9335692117962737,0.0,0.0,0.0,232.55055340280452
2023-11-07,228.54859532837264,211.78981089162735,256.63562474533967,228.54859532837264,228.54859532837264,6.013684567142664,6.013684567142664,6.013684567142664,6.013684567142664,6.013684567142664,6.013684567142664,0.0,0.0,0.0,234.5622798955153
2023-11-08,228.48020650689367,210.6046112082889,257.76945944289173,228.48020650689367,228.48020650689367,5.485970907460876,5.485970907460876,5.485970907460876,5.485970907460876,5.485970907460876,5.485970907460876,0.0,0.0,0.0,233.96617741435455
2023-11-09,228.41181768541466,211.12147413832943,253.9274966276055,228.41181768541466,228.41181768541466,4.121344662292095,4.121344662292095,4.121344662292095,4.121344662292095,4.121344662292095,4.121344662292095,0.0,0.0,0.0,232.53316234770676
